region,date,import_status,confirm
Monza,2020-03-19,imported,0
Monza,2020-03-20,imported,0
Monza,2020-03-21,imported,0
Monza,2020-03-22,imported,0
Monza,2020-03-23,imported,0
Monza,2020-03-24,imported,0
Monza,2020-03-25,imported,0
Monza,2020-03-26,imported,0
Monza,2020-03-27,imported,0
Monza,2020-03-28,imported,0
Monza,2020-03-29,imported,0
Monza,2020-03-30,imported,0
Monza,2020-03-31,imported,0
Monza,2020-04-01,imported,0
Monza,2020-04-02,imported,0
Monza,2020-04-03,imported,0
Monza,2020-04-04,imported,0
Monza,2020-04-05,imported,0
Monza,2020-04-06,imported,0
Monza,2020-04-07,imported,0
Monza,2020-04-08,imported,0
Monza,2020-04-09,imported,0
Monza,2020-04-10,imported,0
Monza,2020-04-11,imported,0
Monza,2020-04-12,imported,0
Monza,2020-04-13,imported,0
Monza,2020-04-14,imported,0
Monza,2020-04-15,imported,0
Monza,2020-04-16,imported,0
Monza,2020-04-17,imported,0
Monza,2020-04-18,imported,0
Monza,2020-04-19,imported,0
Monza,2020-04-20,imported,0
Monza,2020-04-21,imported,0
Monza,2020-04-22,imported,0
Monza,2020-04-23,imported,0
Monza,2020-04-24,imported,0
Monza,2020-04-25,imported,0
Monza,2020-04-26,imported,0
Monza,2020-04-27,imported,0
Monza,2020-04-28,imported,0
Monza,2020-04-29,imported,0
Monza,2020-04-30,imported,0
Monza,2020-05-01,imported,0
Monza,2020-05-02,imported,0
Monza,2020-05-03,imported,0
Monza,2020-05-04,imported,0
Monza,2020-05-05,imported,0
Monza,2020-05-06,imported,0
Monza,2020-05-07,imported,0
Monza,2020-05-08,imported,0
Monza,2020-05-09,imported,0
Monza,2020-05-10,imported,0
Monza,2020-05-11,imported,0
Monza,2020-05-12,imported,0
Monza,2020-05-13,imported,0
Monza,2020-05-14,imported,0
Monza,2020-05-15,imported,0
Monza,2020-05-16,imported,0
Monza,2020-05-17,imported,0
Monza,2020-05-18,imported,0
Monza,2020-05-19,imported,0
Monza,2020-05-20,imported,0
Monza,2020-05-21,imported,0
Monza,2020-05-22,imported,0
Monza,2020-05-23,imported,0
Monza,2020-05-24,imported,0
Monza,2020-05-25,imported,0
Monza,2020-05-26,imported,0
Monza,2020-05-27,imported,0
Monza,2020-05-28,imported,0
Monza,2020-05-29,imported,0
Monza,2020-05-30,imported,0
Monza,2020-05-31,imported,0
Monza,2020-06-01,imported,0
Monza,2020-06-02,imported,0
Monza,2020-06-03,imported,0
Monza,2020-06-04,imported,0
Monza,2020-06-05,imported,0
Monza,2020-06-06,imported,0
Monza,2020-06-07,imported,0
Monza,2020-06-08,imported,0
Monza,2020-06-09,imported,0
Monza,2020-06-10,imported,0
Monza,2020-06-11,imported,0
Monza,2020-06-12,imported,0
Monza,2020-06-13,imported,0
Monza,2020-06-14,imported,0
Monza,2020-06-15,imported,0
Monza,2020-06-16,imported,0
Monza,2020-06-17,imported,0
Monza,2020-06-18,imported,0
Monza,2020-06-19,imported,0
Monza,2020-06-20,imported,0
Monza,2020-06-21,imported,0
Monza,2020-06-22,imported,0
Monza,2020-06-23,imported,0
Monza,2020-06-24,imported,0
Monza,2020-06-25,imported,0
Monza,2020-06-26,imported,0
Monza,2020-06-27,imported,0
Monza,2020-06-28,imported,0
Monza,2020-06-29,imported,0
Monza,2020-06-30,imported,0
Monza,2020-07-01,imported,0
Monza,2020-07-02,imported,0
Monza,2020-07-03,imported,0
Monza,2020-07-04,imported,0
Monza,2020-07-05,imported,0
Monza,2020-07-06,imported,0
Monza,2020-07-07,imported,0
Monza,2020-07-08,imported,0
Monza,2020-07-09,imported,0
Monza,2020-07-10,imported,0
Monza,2020-07-11,imported,0
Monza,2020-07-12,imported,0
Monza,2020-07-13,imported,0
Monza,2020-07-14,imported,0
Monza,2020-07-15,imported,0
Monza,2020-07-16,imported,0
Monza,2020-07-17,imported,0
Monza,2020-07-18,imported,0
Monza,2020-07-19,imported,0
Monza,2020-07-20,imported,0
Monza,2020-07-21,imported,0
Monza,2020-07-22,imported,0
Monza,2020-07-23,imported,0
Monza,2020-07-24,imported,0
Monza,2020-07-25,imported,0
Monza,2020-07-26,imported,0
Monza,2020-07-27,imported,0
Monza,2020-07-28,imported,0
Monza,2020-07-29,imported,0
Monza,2020-07-30,imported,0
Monza,2020-07-31,imported,0
Monza,2020-08-01,imported,0
Bolzano,2020-02-24,imported,0
Bolzano,2020-02-25,imported,0
Bolzano,2020-02-26,imported,0
Bolzano,2020-02-27,imported,0
Bolzano,2020-02-28,imported,0
Bolzano,2020-02-29,imported,0
Bolzano,2020-03-01,imported,0
Bolzano,2020-03-02,imported,0
Bolzano,2020-03-03,imported,0
Bolzano,2020-03-04,imported,0
Bolzano,2020-03-05,imported,0
Bolzano,2020-03-06,imported,0
Bolzano,2020-03-07,imported,0
Bolzano,2020-03-08,imported,0
Bolzano,2020-03-09,imported,0
Bolzano,2020-03-10,imported,0
Bolzano,2020-03-11,imported,0
Bolzano,2020-03-12,imported,0
Bolzano,2020-03-13,imported,0
Bolzano,2020-03-14,imported,0
Bolzano,2020-03-15,imported,0
Bolzano,2020-03-16,imported,0
Bolzano,2020-03-17,imported,0
Bolzano,2020-03-18,imported,0
Bolzano,2020-03-19,imported,0
Bolzano,2020-03-20,imported,0
Bolzano,2020-03-21,imported,0
Bolzano,2020-03-22,imported,0
Bolzano,2020-03-23,imported,0
Bolzano,2020-03-24,imported,0
Bolzano,2020-03-25,imported,0
Bolzano,2020-03-26,imported,0
Bolzano,2020-03-27,imported,0
Bolzano,2020-03-28,imported,0
Bolzano,2020-03-29,imported,0
Bolzano,2020-03-30,imported,0
Bolzano,2020-03-31,imported,0
Bolzano,2020-04-01,imported,0
Bolzano,2020-04-02,imported,0
Bolzano,2020-04-03,imported,0
Bolzano,2020-04-04,imported,0
Bolzano,2020-04-05,imported,0
Bolzano,2020-04-06,imported,0
Bolzano,2020-04-07,imported,0
Bolzano,2020-04-08,imported,0
Bolzano,2020-04-09,imported,0
Bolzano,2020-04-10,imported,0
Bolzano,2020-04-11,imported,0
Bolzano,2020-04-12,imported,0
Bolzano,2020-04-13,imported,0
Bolzano,2020-04-14,imported,0
Bolzano,2020-04-15,imported,0
Bolzano,2020-04-16,imported,0
Bolzano,2020-04-17,imported,0
Bolzano,2020-04-18,imported,0
Bolzano,2020-04-19,imported,0
Bolzano,2020-04-20,imported,0
Bolzano,2020-04-21,imported,0
Bolzano,2020-04-22,imported,0
Bolzano,2020-04-23,imported,0
Bolzano,2020-04-24,imported,0
Bolzano,2020-04-25,imported,0
Bolzano,2020-04-26,imported,0
Bolzano,2020-04-27,imported,0
Bolzano,2020-04-28,imported,0
Bolzano,2020-04-29,imported,0
Bolzano,2020-04-30,imported,0
Bolzano,2020-05-01,imported,0
Bolzano,2020-05-02,imported,0
Bolzano,2020-05-03,imported,0
Bolzano,2020-05-04,imported,0
Bolzano,2020-05-05,imported,0
Bolzano,2020-05-06,imported,0
Bolzano,2020-05-07,imported,0
Bolzano,2020-05-08,imported,0
Bolzano,2020-05-09,imported,0
Bolzano,2020-05-10,imported,0
Bolzano,2020-05-11,imported,0
Bolzano,2020-05-12,imported,0
Bolzano,2020-05-13,imported,0
Bolzano,2020-05-14,imported,0
Bolzano,2020-05-15,imported,0
Bolzano,2020-05-16,imported,0
Bolzano,2020-05-17,imported,0
Bolzano,2020-05-18,imported,0
Bolzano,2020-05-19,imported,0
Bolzano,2020-05-20,imported,0
Bolzano,2020-05-21,imported,0
Bolzano,2020-05-22,imported,0
Bolzano,2020-05-23,imported,0
Bolzano,2020-05-24,imported,0
Bolzano,2020-05-25,imported,0
Bolzano,2020-05-26,imported,0
Bolzano,2020-05-27,imported,0
Bolzano,2020-05-28,imported,0
Bolzano,2020-05-29,imported,0
Bolzano,2020-05-30,imported,0
Bolzano,2020-05-31,imported,0
Bolzano,2020-06-01,imported,0
Bolzano,2020-06-02,imported,0
Bolzano,2020-06-03,imported,0
Bolzano,2020-06-04,imported,0
Bolzano,2020-06-05,imported,0
Bolzano,2020-06-06,imported,0
Bolzano,2020-06-07,imported,0
Bolzano,2020-06-08,imported,0
Bolzano,2020-06-09,imported,0
Bolzano,2020-06-10,imported,0
Bolzano,2020-06-11,imported,0
Bolzano,2020-06-12,imported,0
Bolzano,2020-06-13,imported,0
Bolzano,2020-06-14,imported,0
Bolzano,2020-06-15,imported,0
Bolzano,2020-06-16,imported,0
Bolzano,2020-06-17,imported,0
Bolzano,2020-06-18,imported,0
Bolzano,2020-06-19,imported,0
Bolzano,2020-06-20,imported,0
Bolzano,2020-06-21,imported,0
Bolzano,2020-06-22,imported,0
Bolzano,2020-06-23,imported,0
Bolzano,2020-06-24,imported,0
Bolzano,2020-06-25,imported,0
Bolzano,2020-06-26,imported,0
Bolzano,2020-06-27,imported,0
Bolzano,2020-06-28,imported,0
Bolzano,2020-06-29,imported,0
Bolzano,2020-06-30,imported,0
Bolzano,2020-07-01,imported,0
Bolzano,2020-07-02,imported,0
Bolzano,2020-07-03,imported,0
Bolzano,2020-07-04,imported,0
Bolzano,2020-07-05,imported,0
Bolzano,2020-07-06,imported,0
Bolzano,2020-07-07,imported,0
Bolzano,2020-07-08,imported,0
Bolzano,2020-07-09,imported,0
Bolzano,2020-07-10,imported,0
Bolzano,2020-07-11,imported,0
Bolzano,2020-07-12,imported,0
Bolzano,2020-07-13,imported,0
Bolzano,2020-07-14,imported,0
Bolzano,2020-07-15,imported,0
Bolzano,2020-07-16,imported,0
Bolzano,2020-07-17,imported,0
Bolzano,2020-07-18,imported,0
Bolzano,2020-07-19,imported,0
Bolzano,2020-07-20,imported,0
Bolzano,2020-07-21,imported,0
Bolzano,2020-07-22,imported,0
Bolzano,2020-07-23,imported,0
Bolzano,2020-07-24,imported,0
Bolzano,2020-07-25,imported,0
Bolzano,2020-07-26,imported,0
Bolzano,2020-07-27,imported,0
Bolzano,2020-07-28,imported,0
Bolzano,2020-07-29,imported,0
Bolzano,2020-07-30,imported,0
Bolzano,2020-07-31,imported,0
Bolzano,2020-08-01,imported,0
Torino,2020-02-24,imported,0
Torino,2020-02-25,imported,0
Torino,2020-02-26,imported,0
Torino,2020-02-27,imported,0
Torino,2020-02-28,imported,0
Torino,2020-02-29,imported,0
Torino,2020-03-01,imported,0
Torino,2020-03-02,imported,0
Torino,2020-03-03,imported,0
Torino,2020-03-04,imported,0
Torino,2020-03-05,imported,0
Torino,2020-03-06,imported,0
Torino,2020-03-07,imported,0
Torino,2020-03-08,imported,0
Torino,2020-03-09,imported,0
Torino,2020-03-10,imported,0
Torino,2020-03-11,imported,0
Torino,2020-03-12,imported,0
Torino,2020-03-13,imported,0
Torino,2020-03-14,imported,0
Torino,2020-03-15,imported,0
Torino,2020-03-16,imported,0
Torino,2020-03-17,imported,0
Torino,2020-03-18,imported,0
Torino,2020-03-19,imported,0
Torino,2020-03-20,imported,0
Torino,2020-03-21,imported,0
Torino,2020-03-22,imported,0
Torino,2020-03-23,imported,0
Torino,2020-03-24,imported,0
Torino,2020-03-25,imported,0
Torino,2020-03-26,imported,0
Torino,2020-03-27,imported,0
Torino,2020-03-28,imported,0
Torino,2020-03-29,imported,0
Torino,2020-03-30,imported,0
Torino,2020-03-31,imported,0
Torino,2020-04-01,imported,0
Torino,2020-04-02,imported,0
Torino,2020-04-03,imported,0
Torino,2020-04-04,imported,0
Torino,2020-04-05,imported,0
Torino,2020-04-06,imported,0
Torino,2020-04-07,imported,0
Torino,2020-04-08,imported,0
Torino,2020-04-09,imported,0
Torino,2020-04-10,imported,0
Torino,2020-04-11,imported,0
Torino,2020-04-12,imported,0
Torino,2020-04-13,imported,0
Torino,2020-04-14,imported,0
Torino,2020-04-15,imported,0
Torino,2020-04-16,imported,0
Torino,2020-04-17,imported,0
Torino,2020-04-18,imported,0
Torino,2020-04-19,imported,0
Torino,2020-04-20,imported,0
Torino,2020-04-21,imported,0
Torino,2020-04-22,imported,0
Torino,2020-04-23,imported,0
Torino,2020-04-24,imported,0
Torino,2020-04-25,imported,0
Torino,2020-04-26,imported,0
Torino,2020-04-27,imported,0
Torino,2020-04-28,imported,0
Torino,2020-04-29,imported,0
Torino,2020-04-30,imported,0
Torino,2020-05-01,imported,0
Torino,2020-05-02,imported,0
Torino,2020-05-03,imported,0
Torino,2020-05-04,imported,0
Torino,2020-05-05,imported,0
Torino,2020-05-06,imported,0
Torino,2020-05-07,imported,0
Torino,2020-05-08,imported,0
Torino,2020-05-09,imported,0
Torino,2020-05-10,imported,0
Torino,2020-05-11,imported,0
Torino,2020-05-12,imported,0
Torino,2020-05-13,imported,0
Torino,2020-05-14,imported,0
Torino,2020-05-15,imported,0
Torino,2020-05-16,imported,0
Torino,2020-05-17,imported,0
Torino,2020-05-18,imported,0
Torino,2020-05-19,imported,0
Torino,2020-05-20,imported,0
Torino,2020-05-21,imported,0
Torino,2020-05-22,imported,0
Torino,2020-05-23,imported,0
Torino,2020-05-24,imported,0
Torino,2020-05-25,imported,0
Torino,2020-05-26,imported,0
Torino,2020-05-27,imported,0
Torino,2020-05-28,imported,0
Torino,2020-05-29,imported,0
Torino,2020-05-30,imported,0
Torino,2020-05-31,imported,0
Torino,2020-06-01,imported,0
Torino,2020-06-02,imported,0
Torino,2020-06-03,imported,0
Torino,2020-06-04,imported,0
Torino,2020-06-05,imported,0
Torino,2020-06-06,imported,0
Torino,2020-06-07,imported,0
Torino,2020-06-08,imported,0
Torino,2020-06-09,imported,0
Torino,2020-06-10,imported,0
Torino,2020-06-11,imported,0
Torino,2020-06-12,imported,0
Torino,2020-06-13,imported,0
Torino,2020-06-14,imported,0
Torino,2020-06-15,imported,0
Torino,2020-06-16,imported,0
Torino,2020-06-17,imported,0
Torino,2020-06-18,imported,0
Torino,2020-06-19,imported,0
Torino,2020-06-20,imported,0
Torino,2020-06-21,imported,0
Torino,2020-06-22,imported,0
Torino,2020-06-23,imported,0
Torino,2020-06-24,imported,0
Torino,2020-06-25,imported,0
Torino,2020-06-26,imported,0
Torino,2020-06-27,imported,0
Torino,2020-06-28,imported,0
Torino,2020-06-29,imported,0
Torino,2020-06-30,imported,0
Torino,2020-07-01,imported,0
Torino,2020-07-02,imported,0
Torino,2020-07-03,imported,0
Torino,2020-07-04,imported,0
Torino,2020-07-05,imported,0
Torino,2020-07-06,imported,0
Torino,2020-07-07,imported,0
Torino,2020-07-08,imported,0
Torino,2020-07-09,imported,0
Torino,2020-07-10,imported,0
Torino,2020-07-11,imported,0
Torino,2020-07-12,imported,0
Torino,2020-07-13,imported,0
Torino,2020-07-14,imported,0
Torino,2020-07-15,imported,0
Torino,2020-07-16,imported,0
Torino,2020-07-17,imported,0
Torino,2020-07-18,imported,0
Torino,2020-07-19,imported,0
Torino,2020-07-20,imported,0
Torino,2020-07-21,imported,0
Torino,2020-07-22,imported,0
Torino,2020-07-23,imported,0
Torino,2020-07-24,imported,0
Torino,2020-07-25,imported,0
Torino,2020-07-26,imported,0
Torino,2020-07-27,imported,0
Torino,2020-07-28,imported,0
Torino,2020-07-29,imported,0
Torino,2020-07-30,imported,0
Torino,2020-07-31,imported,0
Torino,2020-08-01,imported,0
Cuneo,2020-02-24,imported,0
Cuneo,2020-02-25,imported,0
Cuneo,2020-02-26,imported,0
Cuneo,2020-02-27,imported,0
Cuneo,2020-02-28,imported,0
Cuneo,2020-02-29,imported,0
Cuneo,2020-03-01,imported,0
Cuneo,2020-03-02,imported,0
Cuneo,2020-03-03,imported,0
Cuneo,2020-03-04,imported,0
Cuneo,2020-03-05,imported,0
Cuneo,2020-03-06,imported,0
Cuneo,2020-03-07,imported,0
Cuneo,2020-03-08,imported,0
Cuneo,2020-03-09,imported,0
Cuneo,2020-03-10,imported,0
Cuneo,2020-03-11,imported,0
Cuneo,2020-03-12,imported,0
Cuneo,2020-03-13,imported,0
Cuneo,2020-03-14,imported,0
Cuneo,2020-03-15,imported,0
Cuneo,2020-03-16,imported,0
Cuneo,2020-03-17,imported,0
Cuneo,2020-03-18,imported,0
Cuneo,2020-03-19,imported,0
Cuneo,2020-03-20,imported,0
Cuneo,2020-03-21,imported,0
Cuneo,2020-03-22,imported,0
Cuneo,2020-03-23,imported,0
Cuneo,2020-03-24,imported,0
Cuneo,2020-03-25,imported,0
Cuneo,2020-03-26,imported,0
Cuneo,2020-03-27,imported,0
Cuneo,2020-03-28,imported,0
Cuneo,2020-03-29,imported,0
Cuneo,2020-03-30,imported,0
Cuneo,2020-03-31,imported,0
Cuneo,2020-04-01,imported,0
Cuneo,2020-04-02,imported,0
Cuneo,2020-04-03,imported,0
Cuneo,2020-04-04,imported,0
Cuneo,2020-04-05,imported,0
Cuneo,2020-04-06,imported,0
Cuneo,2020-04-07,imported,0
Cuneo,2020-04-08,imported,0
Cuneo,2020-04-09,imported,0
Cuneo,2020-04-10,imported,0
Cuneo,2020-04-11,imported,0
Cuneo,2020-04-12,imported,0
Cuneo,2020-04-13,imported,0
Cuneo,2020-04-14,imported,0
Cuneo,2020-04-15,imported,0
Cuneo,2020-04-16,imported,0
Cuneo,2020-04-17,imported,0
Cuneo,2020-04-18,imported,0
Cuneo,2020-04-19,imported,0
Cuneo,2020-04-20,imported,0
Cuneo,2020-04-21,imported,0
Cuneo,2020-04-22,imported,0
Cuneo,2020-04-23,imported,0
Cuneo,2020-04-24,imported,0
Cuneo,2020-04-25,imported,0
Cuneo,2020-04-26,imported,0
Cuneo,2020-04-27,imported,0
Cuneo,2020-04-28,imported,0
Cuneo,2020-04-29,imported,0
Cuneo,2020-04-30,imported,0
Cuneo,2020-05-01,imported,0
Cuneo,2020-05-02,imported,0
Cuneo,2020-05-03,imported,0
Cuneo,2020-05-04,imported,0
Cuneo,2020-05-05,imported,0
Cuneo,2020-05-06,imported,0
Cuneo,2020-05-07,imported,0
Cuneo,2020-05-08,imported,0
Cuneo,2020-05-09,imported,0
Cuneo,2020-05-10,imported,0
Cuneo,2020-05-11,imported,0
Cuneo,2020-05-12,imported,0
Cuneo,2020-05-13,imported,0
Cuneo,2020-05-14,imported,0
Cuneo,2020-05-15,imported,0
Cuneo,2020-05-16,imported,0
Cuneo,2020-05-17,imported,0
Cuneo,2020-05-18,imported,0
Cuneo,2020-05-19,imported,0
Cuneo,2020-05-20,imported,0
Cuneo,2020-05-21,imported,0
Cuneo,2020-05-22,imported,0
Cuneo,2020-05-23,imported,0
Cuneo,2020-05-24,imported,0
Cuneo,2020-05-25,imported,0
Cuneo,2020-05-26,imported,0
Cuneo,2020-05-27,imported,0
Cuneo,2020-05-28,imported,0
Cuneo,2020-05-29,imported,0
Cuneo,2020-05-30,imported,0
Cuneo,2020-05-31,imported,0
Cuneo,2020-06-01,imported,0
Cuneo,2020-06-02,imported,0
Cuneo,2020-06-03,imported,0
Cuneo,2020-06-04,imported,0
Cuneo,2020-06-05,imported,0
Cuneo,2020-06-06,imported,0
Cuneo,2020-06-07,imported,0
Cuneo,2020-06-08,imported,0
Cuneo,2020-06-09,imported,0
Cuneo,2020-06-10,imported,0
Cuneo,2020-06-11,imported,0
Cuneo,2020-06-12,imported,0
Cuneo,2020-06-13,imported,0
Cuneo,2020-06-14,imported,0
Cuneo,2020-06-15,imported,0
Cuneo,2020-06-16,imported,0
Cuneo,2020-06-17,imported,0
Cuneo,2020-06-18,imported,0
Cuneo,2020-06-19,imported,0
Cuneo,2020-06-20,imported,0
Cuneo,2020-06-21,imported,0
Cuneo,2020-06-22,imported,0
Cuneo,2020-06-23,imported,0
Cuneo,2020-06-24,imported,0
Cuneo,2020-06-25,imported,0
Cuneo,2020-06-26,imported,0
Cuneo,2020-06-27,imported,0
Cuneo,2020-06-28,imported,0
Cuneo,2020-06-29,imported,0
Cuneo,2020-06-30,imported,0
Cuneo,2020-07-01,imported,0
Cuneo,2020-07-02,imported,0
Cuneo,2020-07-03,imported,0
Cuneo,2020-07-04,imported,0
Cuneo,2020-07-05,imported,0
Cuneo,2020-07-06,imported,0
Cuneo,2020-07-07,imported,0
Cuneo,2020-07-08,imported,0
Cuneo,2020-07-09,imported,0
Cuneo,2020-07-10,imported,0
Cuneo,2020-07-11,imported,0
Cuneo,2020-07-12,imported,0
Cuneo,2020-07-13,imported,0
Cuneo,2020-07-14,imported,0
Cuneo,2020-07-15,imported,0
Cuneo,2020-07-16,imported,0
Cuneo,2020-07-17,imported,0
Cuneo,2020-07-18,imported,0
Cuneo,2020-07-19,imported,0
Cuneo,2020-07-20,imported,0
Cuneo,2020-07-21,imported,0
Cuneo,2020-07-22,imported,0
Cuneo,2020-07-23,imported,0
Cuneo,2020-07-24,imported,0
Cuneo,2020-07-25,imported,0
Cuneo,2020-07-26,imported,0
Cuneo,2020-07-27,imported,0
Cuneo,2020-07-28,imported,0
Cuneo,2020-07-29,imported,0
Cuneo,2020-07-30,imported,0
Cuneo,2020-07-31,imported,0
Cuneo,2020-08-01,imported,0
Alessandria,2020-02-24,imported,0
Alessandria,2020-02-25,imported,0
Alessandria,2020-02-26,imported,0
Alessandria,2020-02-27,imported,0
Alessandria,2020-02-28,imported,0
Alessandria,2020-02-29,imported,0
Alessandria,2020-03-01,imported,0
Alessandria,2020-03-02,imported,0
Alessandria,2020-03-03,imported,0
Alessandria,2020-03-04,imported,0
Alessandria,2020-03-05,imported,0
Alessandria,2020-03-06,imported,0
Alessandria,2020-03-07,imported,0
Alessandria,2020-03-08,imported,0
Alessandria,2020-03-09,imported,0
Alessandria,2020-03-10,imported,0
Alessandria,2020-03-11,imported,0
Alessandria,2020-03-12,imported,0
Alessandria,2020-03-13,imported,0
Alessandria,2020-03-14,imported,0
Alessandria,2020-03-15,imported,0
Alessandria,2020-03-16,imported,0
Alessandria,2020-03-17,imported,0
Alessandria,2020-03-18,imported,0
Alessandria,2020-03-19,imported,0
Alessandria,2020-03-20,imported,0
Alessandria,2020-03-21,imported,0
Alessandria,2020-03-22,imported,0
Alessandria,2020-03-23,imported,0
Alessandria,2020-03-24,imported,0
Alessandria,2020-03-25,imported,0
Alessandria,2020-03-26,imported,0
Alessandria,2020-03-27,imported,0
Alessandria,2020-03-28,imported,0
Alessandria,2020-03-29,imported,0
Alessandria,2020-03-30,imported,0
Alessandria,2020-03-31,imported,0
Alessandria,2020-04-01,imported,0
Alessandria,2020-04-02,imported,0
Alessandria,2020-04-03,imported,0
Alessandria,2020-04-04,imported,0
Alessandria,2020-04-05,imported,0
Alessandria,2020-04-06,imported,0
Alessandria,2020-04-07,imported,0
Alessandria,2020-04-08,imported,0
Alessandria,2020-04-09,imported,0
Alessandria,2020-04-10,imported,0
Alessandria,2020-04-11,imported,0
Alessandria,2020-04-12,imported,0
Alessandria,2020-04-13,imported,0
Alessandria,2020-04-14,imported,0
Alessandria,2020-04-15,imported,0
Alessandria,2020-04-16,imported,0
Alessandria,2020-04-17,imported,0
Alessandria,2020-04-18,imported,0
Alessandria,2020-04-19,imported,0
Alessandria,2020-04-20,imported,0
Alessandria,2020-04-21,imported,0
Alessandria,2020-04-22,imported,0
Alessandria,2020-04-23,imported,0
Alessandria,2020-04-24,imported,0
Alessandria,2020-04-25,imported,0
Alessandria,2020-04-26,imported,0
Alessandria,2020-04-27,imported,0
Alessandria,2020-04-28,imported,0
Alessandria,2020-04-29,imported,0
Alessandria,2020-04-30,imported,0
Alessandria,2020-05-01,imported,0
Alessandria,2020-05-02,imported,0
Alessandria,2020-05-03,imported,0
Alessandria,2020-05-04,imported,0
Alessandria,2020-05-05,imported,0
Alessandria,2020-05-06,imported,0
Alessandria,2020-05-07,imported,0
Alessandria,2020-05-08,imported,0
Alessandria,2020-05-09,imported,0
Alessandria,2020-05-10,imported,0
Alessandria,2020-05-11,imported,0
Alessandria,2020-05-12,imported,0
Alessandria,2020-05-13,imported,0
Alessandria,2020-05-14,imported,0
Alessandria,2020-05-15,imported,0
Alessandria,2020-05-16,imported,0
Alessandria,2020-05-17,imported,0
Alessandria,2020-05-18,imported,0
Alessandria,2020-05-19,imported,0
Alessandria,2020-05-20,imported,0
Alessandria,2020-05-21,imported,0
Alessandria,2020-05-22,imported,0
Alessandria,2020-05-23,imported,0
Alessandria,2020-05-24,imported,0
Alessandria,2020-05-25,imported,0
Alessandria,2020-05-26,imported,0
Alessandria,2020-05-27,imported,0
Alessandria,2020-05-28,imported,0
Alessandria,2020-05-29,imported,0
Alessandria,2020-05-30,imported,0
Alessandria,2020-05-31,imported,0
Alessandria,2020-06-01,imported,0
Alessandria,2020-06-02,imported,0
Alessandria,2020-06-03,imported,0
Alessandria,2020-06-04,imported,0
Alessandria,2020-06-05,imported,0
Alessandria,2020-06-06,imported,0
Alessandria,2020-06-07,imported,0
Alessandria,2020-06-08,imported,0
Alessandria,2020-06-09,imported,0
Alessandria,2020-06-10,imported,0
Alessandria,2020-06-11,imported,0
Alessandria,2020-06-12,imported,0
